LotFrontage,LotArea,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_NoAlley,Alley_Pave,LotShape_IR2,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Rare,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_Rare,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Electrical_FuseF,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_NoGarage,Fence_GdWo,Fence_MnPrv,Fence_NoFence,MiscFeature_None,MiscFeature_Shed,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare
4.189654742026425,9.042040056544483,2,7,5,5.2832037287379885,4,3,4,3,1,6,6.561030665896573,1,0.0,5.017279836814924,856.0,5,1,6.75343791859778,6.75110146893676,0.0,7.444833273892193,1.0,0.0,2,1,3,1,4,8,7,0,0,2,2.0,548.0,3,3,2,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0,0.0,2,2008,1,0.8660254037844386,0.40546510810816444,1,7.8504931808711405,7.790282380703483,4.127134385045092,4.127134385045092,3.5,3.0,1.0,1.1666666666666667,2.6666666666666665,0,1,0,1,5,5,5.0,0,0,2,3.5,3.0,3.5,0,4,5,17962.0,17.962,12830.0,3836.0,5992.0,11970,274.0,0.8247663551401869,0.33359314107560406,0.666406858924396,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4.394449154672439,9.169622538697624,2,6,8,0.0,3,3,4,3,4,5,6.88653164253051,1,0.0,5.652489180268651,1262.0,5,1,7.141245122350491,0.0,0.0,7.141245122350491,0.0,1.0,2,0,3,1,3,6,7,1,3,2,2.0,460.0,3,3,2,5.700443573390687,0.0,0.0,0.0,0.0,0.0,0,0.0,5,2007,1,0.49999999999999994,0.0,1,7.83399634170946,7.714677473800927,0.0,5.700443573390687,2.5,2.0,1.0,0.8333333333333334,2.0,1,0,1,0,31,31,31.0,0,0,-2,3.0,3.0,3.5,3,3,5,15144.0,15.144,20192.0,2760.0,7572.0,7572,230.0,0.7749603803486529,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4.23410650459726,9.328212292571072,2,7,5,5.093750200806762,4,3,4,3,2,6,6.18826412308259,1,0.0,6.075346031088684,920.0,5,1,6.825460036255307,6.7650389767805414,0.0,7.488293515159428,1.0,0.0,2,1,3,1,4,6,7,1,3,2,2.0,608.0,3,3,2,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0,0.0,9,2008,1,-1.0,0.0,1,7.903596289614301,7.728855823852543,3.7612001156935624,3.7612001156935624,3.5,3.0,1.0,1.1666666666666667,2.0,1,1,0,1,7,6,7.0,0,1,2,3.5,3.0,3.5,3,4,5,18942.0,18.942,13530.0,4256.0,6440.0,12502,304.0,0.5282608695652173,0.3399852180339985,0.6600147819660015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4.110873864173311,9.164401140034737,2,7,5,0.0,3,3,3,4,1,5,5.37989735354046,1,0.0,6.293419278846481,756.0,4,1,6.8690144506657065,6.6293632534374485,0.0,7.4489161025442,1.0,0.0,1,0,3,1,4,7,7,1,4,1,3.0,642.0,3,3,2,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0,0.0,2,2006,1,0.8660254037844386,0.40546510810816444,1,7.813591552952433,7.56734567601324,5.730099782973574,5.730099782973574,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,1,1,0,0,91,36,8.0,0,1,2,3.0,3.0,3.5,4,4,4,17311.0,17.311,12365.0,4494.0,5292.0,12019,214.0,0.2857142857142857,0.305701577031945,0.694298422968055,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
4.442651256490317,9.565283817736766,2,8,5,5.860786223465865,4,3,4,3,3,6,6.486160788944089,1,0.0,6.19644412779452,1145.0,5,1,7.044032897274685,6.960347729101308,0.0,7.695757990554761,1.0,0.0,2,1,4,1,4,9,7,1,3,2,3.0,836.0,3,3,2,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0,0.0,12,2008,1,-2.4492935982947064e-16,0.6931471805599453,1,8.114922974204593,7.956476798036782,4.442651256490317,5.6240175061873385,3.5,3.0,1.0,0.875,2.25,1,1,1,1,8,8,8.0,0,0,3,3.5,3.0,3.5,3,4,5,26744.0,26.744,16715.0,6688.0,9160.0,17584,278.6666666666667,0.5720524017467249,0.34250673048160335,0.6574932695183966,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4.454347296253507,9.55506418479516,2,5,5,0.0,3,3,4,3,1,6,6.597145701886651,1,0.0,4.174387269895637,796.0,5,1,6.680854678790215,6.340359303727752,0.0,7.217443431696533,1.0,0.0,1,1,1,1,3,5,7,0,0,1,2.0,480.0,3,3,2,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,0,6.55250788703459,10,2009,1,-0.8660254037844386,0.40546510810816444,1,7.677400430514807,7.647308832356238,5.860786223465865,5.968707559985366,2.5,2.0,1.0,2.5,5.0,0,1,1,0,16,14,16.0,0,1,0,3.0,3.0,3.5,0,3,5,10790.0,10.79,10790.0,2400.0,3980.0,6810,240.0,0.9195979899497487,0.36886005560704355,0.6311399443929564,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
4.330733340286331,9.218804450388312,2,8,5,5.231108616854587,4,3,5,3,3,6,7.222566018822171,1,0.0,5.762051382780177,1686.0,5,1,7.43543801981455,0.0,0.0,7.43543801981455,1.0,0.0,2,0,3,1,4,7,7,1,4,2,2.0,636.0,3,3,2,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0,0.0,8,2007,1,-0.8660254037844385,0.0,1,8.125926802707886,8.027476530860483,4.060443010546419,5.746203190540153,3.0,3.0,0.0,1.0,2.3333333333333335,1,1,1,1,3,2,3.0,0,1,3,3.5,3.0,4.0,4,4,5,27040.0,27.04,16900.0,5088.0,13488.0,13552,318.0,0.8119810201660735,0.49881656804733726,0.5011834319526627,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4.394449154672439,9.247925132303454,2,7,6,5.484796933490655,3,3,4,3,2,5,6.756932389247553,4,3.4965075614664802,5.37989735354046,1107.0,5,1,7.010311867307229,6.891625897052253,0.0,7.645397699428633,1.0,0.0,2,1,3,1,3,7,7,2,3,2,2.0,484.0,3,3,2,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,0,5.860786223465865,11,2009,1,-0.5000000000000004,0.6238107163648713,1,8.0702808933939,8.000349495324684,6.07073772800249,6.504288173536645,3.5,3.0,1.0,1.1666666666666667,2.3333333333333335,1,1,1,1,36,36,36.0,0,0,1,3.0,3.0,3.5,3,3,5,22379.0,22.379,19182.0,3388.0,7749.0,14630,242.0,0.8048780487804879,0.34626212073819207,0.6537378792618079,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3.9512437185814275,8.71948076085107,2,7,5,0.0,3,3,3,3,1,1,0.0,1,0.0,6.859614903654202,952.0,4,1,6.930494765951626,6.6240652277998935,0.0,7.4815557019095165,0.0,0.0,2,0,2,2,3,8,6,2,3,1,2.0,468.0,2,3,2,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0,0.0,4,2008,1,0.8660254037844387,0.0,1,7.910957382845589,7.4815557019095165,5.327876168789581,5.69035945432406,2.0,2.0,0.0,1.0,4.0,1,0,1,0,77,58,77.0,0,1,2,3.0,2.5,3.0,3,3,4,19082.0,19.082,13630.0,3276.0,6664.0,12418,234.0,0.0,0.3492296404988995,0.6507703595011005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3.9318256327243257,8.912069097970134,2,5,6,0.0,3,3,3,3,1,6,6.747586526829315,1,0.0,4.948759890378168,991.0,5,1,6.982862751468942,0.0,0.0,6.982862751468942,1.0,0.0,1,0,2,2,3,5,7,2,3,2,1.0,205.0,4,3,2,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0,0.0,1,2008,1,0.49999999999999994,0.6238107163648714,1,7.634820677745543,7.564757012905729,1.6094379124341003,1.6094379124341003,2.0,2.0,0.0,1.0,2.5,1,1,0,0,69,58,69.0,0,1,-1,3.0,3.5,3.0,3,3,5,10340.0,10.34,12408.0,1025.0,4955.0,5385,205.0,0.858728557013118,0.47920696324951645,0.5207930367504836,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
